tp,fp,fn,precision,recall,f1,mean_center_error_m,track_tp,track_fp,track_fn,id_switches,mota,motp_center_error_m,mostly_tracked_gt,frames,seed
314.0,6.0,86.0,0.98125,0.785,0.8722222222222223,0.17025831966307964,311.0,0.0,89.0,12.0,0.7475,0.2029838385562026,5.0,80.0,7.0
